First_pokemon,Second_pokemon,Winner
664,466,466
124,101,101
441,602,441
701,130,701
98,440,98
81,150,150
616,683,683
80,606,606
14,435,435
361,267,267
388,569,569
177,232,177
407,42,42
680,70,70
642,306,642
681,90,90
196,596,196
398,277,277
130,142,142
371,138,371
74,571,571
184,283,283
388,435,435
505,218,505
702,514,514
273,474,474
634,566,566
642,163,642
443,392,392
179,373,373
294,649,649
75,707,707
118,718,718
538,354,354
145,144,145
305,281,281
419,343,419
535,418,418
189,689,189
61,514,514
531,99,99
379,383,383
22,285,22
700,514,514
91,237,237
354,649,649
321,292,292
160,152,160
525,312,525
498,44,498
569,295,569
707,202,707
492,668,668
294,433,294
525,338,338
393,338,338
335,29,335
307,519,307
72,603,603
606,346,346
605,169,169
274,176,274
237,603,237
155,124,124
25,637,637
222,591,222
35,408,408
502,148,148
61,326,61
144,22,22
144,243,243
669,607,669
583,76,583
661,41,661
72,130,130
139,720,720
690,47,47
95,554,95
201,295,295
612,534,612
259,280,259
705,313,313
623,317,317
293,605,605
625,548,625
161,612,612
517,11,11
318,368,318
505,602,505
631,276,276
512,77,512
583,399,583
38,619,38
270,223,223
625,694,694
451,425,425
563,210,210
604,718,718
296,64,64
444,145,145
585,395,585
353,708,353
31,555,555
235,655,655
499,90,499
539,119,539
718,223,718
478,453,478
196,651,196
11,77,77
319,335,319
166,290,166
84,299,84
463,347,347
162,691,162
305,233,233
109,419,419
356,225,225
360,33,33
687,41,687
708,86,86
512,596,596
309,140,309
145,461,461
504,303,303
643,255,643
561,685,561
670,509,509
429,668,668
222,605,222
488,448,448
450,267,267
400,592,400
314,288,288
294,188,188
682,365,365
92,157,157
564,629,564
321,10,321
52,592,592
546,468,468
444,159,444
418,369,418
285,3,3
144,623,144
262,713,262
538,159,159
226,638,638
476,462,462
179,484,484
189,163,189
551,34,34
389,147,389
393,85,85
383,497,497
569,706,706
273,415,415
263,311,311
395,510,510
279,468,468
108,567,567
615,86,615
600,402,402
341,258,258
222,295,295
625,265,625
254,153,254
252,632,632
105,289,289
405,275,275
705,579,705
537,156,156
561,679,561
381,50,381
488,635,635
669,190,190
540,610,610
551,284,551
222,115,115
631,375,631
162,675,162
508,15,508
627,547,547
407,667,407
200,357,200
421,575,421
569,678,678
159,142,142
602,561,561
153,150,150
344,166,166
694,716,716
387,613,613
478,171,478
404,529,529
480,179,480
279,567,567
676,590,676
519,378,378
495,561,561
614,131,131
376,246,376
535,443,535
716,333,716
45,650,45
226,106,106
103,449,103
116,352,116
210,606,210
721,579,721
170,68,170
526,4,526
452,477,452
277,689,277
523,669,523
572,223,572
639,244,639
270,322,322
243,73,243
34,388,34
122,611,122
46,529,529
186,333,186
21,206,21
335,370,370
150,107,150
501,56,56
641,486,641
56,382,382
367,108,367
353,632,632
177,559,559
131,664,131
564,221,221
198,364,198
672,228,228
407,458,407
494,230,494
179,319,319
622,407,407
342,486,486
164,606,164
227,214,214
539,6,6
428,173,428
562,449,449
383,200,383
34,211,211
212,183,212
65,642,65
225,369,369
6,683,6
338,441,441
200,625,200
296,55,55
708,122,122
227,679,227
558,671,671
366,531,531
620,405,620
516,61,516
697,284,697
655,532,655
399,80,399
381,388,381
284,250,250
561,424,424
583,533,583
114,392,392
487,207,487
83,22,22
359,47,359
595,442,595
196,318,196
572,232,572
574,708,574
202,671,671
274,516,516
683,434,434
417,386,386
352,543,543
148,403,148
681,719,681
104,639,639
381,204,381
557,36,36
175,248,248
208,341,341
623,202,202
19,235,235
332,278,332
46,403,403
585,638,638
416,275,275
321,338,338
244,710,244
574,143,143
577,388,388
437,605,437
414,136,414
73,452,73
399,219,399
540,260,260
413,661,661
501,665,501
601,150,150
142,339,142
112,134,134
158,360,158
603,260,260
626,662,662
270,338,338
668,264,668
573,600,573
442,45,45
354,159,354
238,182,238
243,701,701
52,186,52
548,454,454
207,160,207
588,516,516
249,134,249
694,478,478
235,316,235
306,483,483
609,592,609
472,530,472
242,260,260
221,533,221
673,177,177
526,103,103
193,417,417
643,317,643
320,713,320
452,69,452
419,475,419
248,127,127
504,588,588
125,603,125
129,259,259
680,88,88
494,341,494
485,133,485
243,640,243
362,492,492
461,537,461
304,404,404
550,656,550
703,8,8
562,518,562
544,54,54
680,290,290
665,233,233
81,390,390
83,719,83
204,317,317
434,214,214
241,663,663
22,303,22
5,662,662
421,521,521
89,390,390
590,135,135
717,49,717
222,539,539
262,522,522
286,615,615
413,490,490
432,667,432
157,417,157
428,440,428
81,453,453
206,615,615
361,195,361
255,100,100
426,665,426
78,230,78
620,306,620
47,314,314
163,198,198
278,697,278
507,244,244
330,368,330
265,107,107
70,216,70
301,379,301
333,474,474
471,520,520
176,96,96
612,662,612
385,229,385
671,668,668
125,502,125
396,249,249
3,220,3
269,663,663
557,49,49
261,395,395
224,66,224
415,389,415
152,476,152
606,338,338
530,590,530
203,482,482
390,101,101
230,305,230
21,235,235
62,140,62
216,457,457
550,281,550
44,605,44
665,500,500
595,230,230
446,666,446
500,514,514
518,407,407
366,424,424
209,76,76
126,99,126
121,28,121
714,346,714
257,1,257
108,456,456
177,597,597
574,465,465
56,265,56
704,413,704
294,269,269
663,115,663
81,189,189
657,7,657
221,220,220
98,122,122
370,392,392
368,482,482
636,511,511
359,231,359
332,256,256
530,150,150
343,498,343
319,616,319
225,13,225
237,328,237
77,325,77
687,695,695
136,449,136
591,178,178
653,706,706
192,699,699
562,367,367
260,451,451
655,284,655
629,135,135
416,281,281
375,137,375
334,103,334
372,509,509
10,646,646
369,178,178
478,92,478
195,597,195
355,143,143
535,373,373
689,302,689
28,6,6
450,688,688
578,210,210
532,405,405
488,691,488
385,544,385
59,158,59
173,697,697
87,647,647
199,504,504
568,131,568
105,398,398
560,136,136
661,530,530
485,292,485
513,258,513
397,253,253
234,238,234
263,228,228
266,282,282
285,34,34
403,662,662
553,409,553
600,181,181
681,380,380
447,131,131
54,457,457
277,95,277
486,12,486
54,566,566
371,47,371
435,170,435
532,500,500
223,114,223
410,649,649
267,260,267
268,517,517
370,221,221
595,473,473
302,189,189
616,163,163
195,107,107
441,558,441
627,466,466
57,93,93
237,208,237
259,659,659
678,521,678
203,108,203
301,140,301
697,397,397
428,441,428
342,196,196
655,696,655
108,715,715
375,234,234
70,520,520
665,239,239
357,346,357
402,492,492
639,427,639
665,106,106
711,417,417
370,674,674
166,399,166
554,414,414
30,494,494
228,215,215
129,529,129
459,581,581
516,25,516
632,590,632
687,206,687
118,570,570
20,330,330
528,476,528
85,392,392
14,146,146
555,476,555
90,283,283
562,238,238
344,692,344
13,354,354
717,120,717
506,288,288
147,299,147
680,177,680
24,137,24
524,630,630
697,657,657
19,720,720
308,20,20
209,702,702
120,155,120
321,177,177
710,249,249
693,102,693
276,368,276
492,494,494
453,528,528
209,133,133
327,387,327
124,278,124
570,280,570
348,76,76
53,250,53
364,620,620
482,589,589
463,502,502
437,348,348
55,194,55
56,601,601
285,59,59
443,487,487
163,127,127
609,150,150
298,526,526
683,372,372
345,631,631
271,52,52
583,194,583
514,704,514
139,705,705
233,66,233
158,69,158
196,358,196
43,221,221
646,628,646
90,521,521
282,701,701
547,272,547
305,108,305
594,628,628
267,667,667
502,451,451
48,122,48
347,173,347
617,137,617
420,670,670
569,156,156
158,559,559
680,272,272
271,507,507
605,530,530
50,677,50
575,308,308
699,490,490
1,377,377
93,347,93
204,345,345
381,113,381
121,309,121
336,439,336
704,273,704
497,672,497
559,122,559
449,236,236
413,503,503
33,241,241
303,252,252
699,294,699
706,398,398
302,171,171
265,493,493
544,299,544
278,170,278
240,152,240
332,385,332
161,720,720
547,283,547
336,11,336
716,579,716
37,700,37
398,214,398
667,449,667
39,671,671
457,346,457
235,329,235
230,649,649
98,516,516
287,188,188
602,386,386
495,158,495
323,542,542
364,409,409
219,502,502
645,523,523
632,305,632
669,151,151
444,108,444
453,617,617
89,229,229
387,353,353
670,620,620
289,245,289
29,386,386
327,121,121
596,566,596
139,124,124
567,580,567
242,714,714
366,675,675
668,358,668
247,233,233
325,617,617
278,715,715
434,709,434
574,355,574
629,143,629
413,405,405
330,476,330
586,396,586
387,658,658
499,590,499
670,128,128
655,115,655
668,477,668
230,308,230
710,674,710
667,154,154
585,408,585
187,660,187
408,256,408
314,392,392
678,118,678
702,42,702
123,377,123
254,23,254
183,440,183
380,504,380
650,121,121
199,197,197
124,481,124
699,414,414
166,466,466
75,668,75
364,459,364
384,83,384
565,507,507
457,204,457
337,36,337
301,153,301
285,429,429
503,691,503
49,453,49
434,684,434
513,709,513
187,490,490
639,207,639
218,405,405
683,178,178
285,390,390
449,405,449
379,429,429
341,519,519
684,259,259
301,577,301
536,554,536
16,620,620
52,458,52
128,18,128
485,212,485
607,392,392
85,407,85
107,682,107
414,136,414
177,303,177
10,12,12
291,535,291
651,664,651
30,356,30
375,203,203
669,254,254
14,495,495
153,341,153
718,490,490
2,257,257
292,668,668
391,20,20
575,42,42
432,282,432
694,354,694
439,170,170
539,190,190
530,85,85
101,382,101
30,465,30
266,86,86
143,171,171
474,187,474
101,458,101
639,227,639
161,106,106
385,542,385
184,45,45
238,553,553
448,294,448
394,456,456
703,124,124
188,546,188
164,218,164
106,591,106
420,568,568
195,468,468
673,422,673
230,35,230
308,536,308
529,208,529
6,100,100
663,532,663
431,534,534
441,584,441
416,587,587
419,25,419
698,536,536
540,56,56
678,161,678
655,371,655
192,11,11
433,649,649
315,247,315
262,652,262
277,600,277
370,299,370
513,284,513
413,131,131
716,626,716
417,579,417
451,701,701
125,683,125
337,269,337
512,546,512
15,564,15
584,433,584
160,21,160
701,451,701
334,283,334
81,647,647
460,246,460
354,568,568
603,350,350
661,276,276
198,374,198
615,421,615
668,204,668
155,429,429
344,178,178
678,135,135
490,675,490
41,524,524
25,219,25
617,534,617
268,323,323
357,58,58
160,590,160
534,512,512
628,636,628
167,644,644
403,310,310
123,34,123
530,699,530
237,187,237
70,243,243
435,602,435
518,608,608
335,432,432
321,1,321
3,466,466
374,209,209
34,429,429
55,171,55
307,142,142
21,51,51
527,619,527
28,306,28
102,127,127
624,400,400
390,59,59
337,285,337
480,557,480
271,314,314
687,684,687
345,240,240
601,606,601
494,268,494
368,442,368
706,487,487
668,140,668
586,103,586
64,667,64
515,319,319
366,485,485
125,127,125
379,717,717
147,337,337
296,18,18
81,549,549
410,215,215
360,521,521
230,42,42
687,546,687
602,224,602
220,537,537
396,634,396
595,577,595
289,78,78
648,673,648
231,299,231
251,220,251
574,572,572
503,411,503
95,719,95
39,515,515
719,635,635
353,489,489
365,672,365
629,392,392
615,504,615
537,119,537
169,45,169
269,271,269
239,154,239
372,423,372
401,140,140
38,373,373
16,167,16
47,282,282
442,341,341
403,357,357
693,63,693
303,318,318
395,311,311
617,378,617
549,636,549
667,605,667
536,405,405
222,260,260
620,495,620
535,529,529
507,287,507
524,176,176
701,201,701
637,563,637
398,655,655
346,716,716
268,432,432
663,450,450
24,696,24
608,294,294
646,244,244
670,131,131
228,341,228
153,336,336
254,63,254
321,192,321
222,83,83
155,671,671
426,387,426
629,592,629
399,260,260
5,199,199
50,51,51
134,176,134
404,29,404
618,293,618
699,527,527
176,256,256
239,10,239
348,54,54
48,420,48
422,561,561
572,219,572
246,712,246
56,55,55
329,409,329
8,684,8
680,502,502
90,586,586
644,407,407
569,268,569
390,526,526
87,716,716
621,485,485
356,412,412
504,512,512
707,226,707
533,357,357
627,365,365
410,615,615
285,272,272
538,434,434
412,54,54
117,271,117
192,582,582
703,96,703
537,634,537
236,22,22
529,65,65
162,63,63
205,10,10
456,568,456
420,581,581
45,699,699
429,512,429
632,638,632
500,474,474
601,397,601
35,321,321
189,696,189
200,350,200
699,682,699
257,171,257
316,341,316
422,204,422
182,669,182
278,531,278
220,663,663
240,143,143
110,371,110
25,251,251
67,482,482
86,500,500
316,342,342
231,83,83
449,223,223
444,617,617
87,373,373
15,135,135
566,284,566
208,467,467
665,128,128
44,270,44
669,367,367
194,12,12
122,121,121
461,305,461
551,288,288
542,291,291
705,501,705
373,232,373
427,432,432
643,271,643
439,138,439
631,313,313
326,423,326
630,467,467
248,605,248
123,136,123
204,347,347
561,381,381
65,408,65
428,579,428
66,218,66
708,280,280
131,320,320
198,574,198
309,542,542
34,150,150
186,639,639
292,549,549
374,298,374
495,196,196
646,585,646
584,179,584
442,92,442
4,681,681
485,330,330
214,94,94
548,129,548
440,541,541
200,405,200
694,469,469
112,76,76
402,709,402
253,282,253
488,595,488
328,279,279
289,470,289
546,133,546
439,721,721
651,332,651
563,410,410
523,405,523
697,532,697
469,341,469
676,377,676
500,559,500
39,204,39
570,119,119
491,200,491
150,325,150
502,234,234
485,441,441
469,140,469
122,416,416
201,492,492
321,85,85
22,31,22
38,257,38
344,391,391
359,422,359
300,617,617
147,185,147
337,414,337
135,305,135
306,303,303
580,442,580
540,623,623
680,622,622
533,54,54
90,638,638
569,53,53
630,623,630
332,485,485
633,353,353
620,321,620
469,65,65
674,173,674
199,182,182
611,715,715
514,687,514
68,200,200
289,612,289
294,145,145
51,35,51
586,156,586
47,58,58
77,716,716
583,378,583
580,21,21
125,299,125
167,456,456
695,668,695
287,336,336
637,565,565
223,575,223
407,207,407
14,244,244
94,268,94
363,158,158
100,482,482
323,104,323
313,442,313
30,604,30
153,501,153
238,202,238
618,193,193
107,155,107
481,660,481
581,219,581
351,324,351
233,553,553
528,250,528
220,121,121
61,679,679
603,644,644
47,537,537
603,437,603
158,357,357
368,152,368
447,408,447
145,209,145
666,59,59
270,379,379
636,224,636
508,589,508
651,241,241
615,655,615
134,670,134
564,15,15
290,75,290
125,623,623
188,491,491
251,396,251
701,451,701
199,51,199
182,173,182
289,695,695
291,625,291
91,455,91
263,254,254
412,695,695
566,104,566
622,63,63
257,386,386
78,410,78
558,636,636
659,179,659
43,401,43
81,77,77
639,96,639
351,129,129
480,326,480
701,682,701
7,133,133
392,625,392
346,614,614
295,280,295
432,278,432
585,611,585
632,398,632
686,517,686
689,365,689
342,709,709
242,106,106
232,288,288
336,434,434
572,599,572
449,632,632
303,618,303
182,482,482
539,144,144
74,167,167
585,471,585
366,663,663
166,656,166
419,288,419
312,329,329
499,107,107
31,329,31
670,559,670
108,463,463
426,699,426
361,199,361
615,53,53
198,301,198
254,322,254
620,422,620
376,201,376
157,188,157
658,510,658
258,43,258
471,427,427
1,581,581
377,73,73
396,551,551
617,654,617
254,454,254
451,454,454
118,249,249
184,316,184
190,91,190
138,410,138
434,511,434
175,201,201
303,29,303
343,693,693
357,396,396
466,384,384
643,62,643
212,54,212
282,151,151
528,459,528
365,644,644
566,525,566
365,401,365
188,57,57
46,427,427
373,604,373
127,554,127
274,53,53
137,421,421
46,699,699
180,457,457
471,647,647
513,470,470
595,397,397
391,504,391
142,634,142
513,13,513
482,122,482
289,610,289
476,510,510
428,3,428
37,623,623
536,80,536
